id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39275584,Idea Home 2,231804315,Chasan,,ΓΟΥΔΙ,37.98381,23.76042,Entire home/apt,38,3,48,2022-08-30,1.41,4,169,19,00000907856
38372780,The house of music,266970051,Tasos,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96032,23.73639,Entire home/apt,50,1,0,,,1,77,0,00000860667
39283031,Idea Home 1,231804315,Chasan,,ΓΟΥΔΙ,37.98195,23.76154,Entire home/apt,35,2,51,2022-09-06,1.44,4,208,14,00000907856
38805495,Koukaki a home  away from home,154187716,Vasiliki,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96408,23.72348,Entire home/apt,40,3,1,2021-09-13,0.08,7,142,0,93142262341
38381173,Charming petit apartment few steps to Acropolis,245702882,Sunny Home,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96592,23.72515,Entire home/apt,45,1,165,2022-08-06,4.48,17,0,20,1035557
39285663,"Koukaki Pop-Art, Stylish 3 Bedroom Apartment 5...",240367992,Gpm,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96112,23.72127,Entire home/apt,62,1,47,2022-09-18,1.33,33,312,28,00001126202
38385602,Room in shared apartment Ambelokipoi/Goudi,187720552,Marianna,,ΓΟΥΔΙ,37.98536,23.7614,Private room,29,5,5,2022-08-18,0.14,33,185,3,00001299827
39286967,"Welcome To MAVILIS,5 min to Metro & Airport Bus -",37956186,Τζαβαντ,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98277,23.75642,Entire home/apt,44,1,2,2019-11-10,0.06,2,0,0,
38807684,John's House,296758073,Ιωάννης,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98963,23.76605,Entire home/apt,33,1,45,2021-05-26,1.24,1,111,0,00000930422
38393230,Troon Courtyard View   Apartment,292469750,Iris,,ΠΕΤΡΑΛΩΝΑ,37.96758,23.71169,Entire home/apt,64,2,11,2022-08-24,0.30,2,264,8,1204671
39287647,Comfortable and safe staying  in Athens,301629200,Katerina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95575,23.72649,Entire home/apt,65,2,0,,,1,0,0,
38396053,Ellinoroson Katexaki Apartment,174306506,Yannis,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99873,23.77613,Entire home/apt,32,4,10,2022-01-28,0.27,1,342,3,00000135366
39290429,Secret Oasis,231387850,Monkfish Trading MON IKE,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9851,23.71858,Entire home/apt,50,2,17,2020-08-09,0.48,22,47,0,00000886084
38812514,"Cute studio in the heart of Athens,  Kolonaki",267314048,Mary,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97721,23.73638,Entire home/apt,50,3,22,2022-09-10,0.61,1,288,7,00000867786
38822180,Gardenia Classy Suite closed to Acropolis,81478500,Konstantinos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96437,23.72188,Entire home/apt,133,1,1,2021-02-14,0.05,7,84,0,00000359513
38400258,'Quinta' ... by 'megaron moussikis',23817233,Nikolaos,,ΙΛΙΣΙΑ,37.97937,23.75405,Entire home/apt,40,3,3,2022-08-07,0.95,3,111,3,00000861376
38404587,ELLADA 11 - ARTIST GALLERY,142353607,Σταματης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95697,23.73077,Entire home/apt,29,1,19,2022-07-15,0.54,3,83,14,00000240858
38822286,NEW! Bright & Remodeled 1BR apt below Acropolis,297191290,Katerina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968235,23.726131,Entire home/apt,84,2,160,2022-09-15,4.43,1,291,82,00000876418
39310044,Mihai,195799705,Gheorghe,,ΑΝΩ ΚΥΨΕΛΗ,38.00357,23.73979,Entire home/apt,50,3,0,,,1,88,0,
39316508,Denaxas Apartments close to the Heart of Athens!,216454368,Γιάννης,,ΑΚΡΟΠΟΛΗ,37.96431,23.71902,Entire home/apt,46,2,10,2022-04-12,0.28,2,326,1,00000865520
38407733,"Simple, Minimal, Useful @ Metaxourgeio ❤️",292600228,Yaron,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98618,23.72168,Entire home/apt,35,3,71,2022-09-04,1.92,3,136,19,00000834331
38828895,Achilleys Studio in the heart of Kolonaki Athens,96966257,Georgios,,ΚΟΛΩΝΑΚΙ,37.97641,23.74445,Entire home/apt,80,2,0,,,1,269,0,00000863679
38411461,Double** apartment in the heart of Athens,107899453,Alex,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99005,23.75323,Entire home/apt,100,1,0,,,1,179,0,
38832041,boutique apartment next to Acropolis Museum,101950443,Life Houses,,ΑΚΡΟΠΟΛΗ,37.96833,23.72858,Entire home/apt,80,2,0,,,6,16,0,00000879893
39323421,Anna Big Family Apartment,213003592,Anna,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99016,23.72688,Entire home/apt,80,2,0,,,2,138,0,
39331586,Demetra - Koukaki center apartment,21396488,Multipath,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96061,23.72106,Entire home/apt,60,1,2,2020-10-12,0.06,9,0,0,00000886608
38418030,Rosemarie's apartment,292770696,George,,ΡΙΖΟΥΠΟΛΗ,38.0298,23.7461,Entire home/apt,70,2,10,2022-07-04,0.66,1,350,6,00001091774
39333042,Thalia - Athens center apartment,21396488,Multipath,,ΓΟΥΔΙ,37.983742,23.762295,Entire home/apt,58,1,6,2022-01-25,0.26,9,328,1,00001228064
38843312,victoria,97809572,Victoria,,ΝΕΑ ΚΥΨΕΛΗ,37.999607,23.747019,Entire home/apt,31,5,11,2022-08-31,0.30,1,156,5,00000867888
38442379,γιαννησ,290482510,Giannis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00327,23.72865,Entire home/apt,50,1,0,,,1,365,0,
39337483,Home in Attiki,302143519,Aleksander,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99921,23.72227,Entire home/apt,50,3,38,2022-08-22,1.07,1,364,18,00000889052
38444302,Evita's La Petite 50m from Metro Athens,131227454,Evita,,ΝΙΡΒΑΝΑ,38.00701,23.72652,Entire home/apt,45,2,11,2022-08-06,0.32,1,177,4,00000875935
39345767,Luxury Double Room with Balcony,293628278,Mosaikon Hostel Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97665,23.72931,Private room,167,1,0,,,7,354,0,
38843679,Αthens Near Acropolis,217867164,Olga,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96125,23.72117,Entire home/apt,47,100,0,,,1,364,0,00000119130
38445593,Κέντρο Αθήνας .μετρό Βικτωρια 1 λεπτό από σπίτι .,248791116,Kristina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99309,23.73046,Entire home/apt,60,2,60,2022-09-03,1.64,1,226,30,01172035247
38864278,Studio center of Athens!!,91112575,Πολυχρόνης,,ΣΕΠΟΛΙΑ,38.0041,23.71965,Entire home/apt,38,2,14,2022-09-02,0.44,1,275,5,00000934314
38871539,Pristine penthouse with a spacious balcony & view,4777984,Romanos,,ΣΤΑΔΙΟ,37.96793,23.74181,Entire home/apt,67,2,59,2022-09-16,1.78,19,34,27,00001640480
39346334,Standard Double Room No Balcony,293628278,Mosaikon Hostel Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97725,23.72732,Private room,145,1,0,,,7,338,0,
39346356,Standard Double Room with Balcony,293628278,Mosaikon Hostel Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97715,23.72935,Private room,160,1,0,,,7,359,0,
38474859,Happy room in the center of Athens,137552703,Helene,,ΝΙΡΒΑΝΑ,38.0055,23.72574,Entire home/apt,30,5,2,2019-09-22,0.05,1,213,0,
39350798,Acropolis View Home Ladies Hostel 3,192924544,Iosif,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97884,23.72981,Shared room,15,1,50,2022-09-15,1.43,14,363,18,
38882492,apartment Alsos,297782749,Antonis,,ΚΥΨΕΛΗ,37.99779,23.74046,Entire home/apt,50,6,0,,,1,0,0,00000529180
38476167,[Bonni] - Cozy apartment in central Athens.,219394325,Develop Trust,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96215,23.73208,Entire home/apt,38,3,11,2021-11-19,0.30,32,326,2,00000859221
38888940,Toni's - Chill Pagrati Home With Parthenon View,112527018,Toni,,ΣΤΑΔΙΟ,37.96707,23.73725,Entire home/apt,62,1,104,2022-09-07,2.89,40,156,70,00000850433
39353772,super bright and convenient apartment,33476620,Pelagia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977901,23.725374,Entire home/apt,92,1,181,2022-09-06,5.15,2,345,63,00001247160
38477651,AE&S,293359787,Athinodoros,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98885,23.76798,Entire home/apt,40,1,36,2022-01-01,0.98,1,276,7,00000862427
38891488,"Diamond Garden Home, paradise 20 min to Acropolis",60051688,Ira,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99916,23.7661,Entire home/apt,49,1,148,2022-08-31,4.17,10,58,46,00001425063
38892835,Athens Heritage Suite,190729621,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97314,23.73195,Entire home/apt,460,2,25,2022-08-07,0.70,3,298,19,00000806803
38478854,Stone House Under Acropolis,31290848,Nasos,,ΘΗΣΕΙΟ,37.97408,23.71832,Entire home/apt,87,2,145,2022-09-16,3.94,33,258,75,00000863442
39355787,Loft with large terrace next to Kerameikos Metro,244584067,Konstantina,,ΒΟΤΑΝΙΚΟΣ,37.97831,23.70688,Entire home/apt,44,1,23,2022-07-31,0.66,1,357,7,00000903068
38479308,Vintage little Maizonette under Acropolis,31290848,Nasos,,ΘΗΣΕΙΟ,37.974697,23.716957,Entire home/apt,51,1,163,2022-09-16,4.43,33,112,78,00001760619
38913384,Iris 2,180629408,Ada,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00913,23.72875,Entire home/apt,40,2,32,2022-09-14,0.91,5,341,9,00000921462
39449710,Philoxenia Guest House N.Kosmos,294016668,Philemon,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95538,23.72191,Entire home/apt,42,2,1,2021-07-26,0.07,1,293,0,
38918031,Modern and sunny 2BDR apt 10 min to ACROPOLIS,62982756,Spiros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96424,23.72989,Entire home/apt,56,2,45,2022-08-21,1.26,8,156,27,00000929814
39360895,Sunny cozy apartment with the beautiful balcony,245702882,Sunny Home,,ΣΤΑΔΙΟ,37.96581,23.73515,Entire home/apt,50,1,169,2022-09-11,4.74,17,159,68,0884000
39361911,Sunny studio Acropolis & Lykavitos beautiful view,245702882,Sunny Home,,ΖΑΠΠΕΙΟ,37.96878,23.73324,Entire home/apt,56,1,186,2022-09-02,5.26,17,167,72,1560757
39455294,STUDIO NEAR ACROPOLIS,213283458,Αγγελική,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97544,23.73403,Entire home/apt,35,1,8,2020-01-06,0.23,2,64,0,00000887113
39361915,🌎Cozy Studio- 5min walk to the main metro,302322591,Dina & Nikitas,,ΒΟΤΑΝΙΚΟΣ,37.97794,23.70788,Entire home/apt,33,1,117,2022-09-11,3.36,1,305,64,00001459183
39462693,Blue White and Cosy,303122051,Thanasis,,ΓΟΥΔΙ,37.98553,23.76667,Entire home/apt,33,3,35,2022-01-03,1.04,1,0,4,1351416
39364601,ATHENS STUDIO ACROPOLIS KERAMEIKOS. CHRISTMAS ATH.,300995672,Christos,,ΚΕΡΑΜΕΙΚΟΣ,37.98094,23.71655,Entire home/apt,42,7,15,2022-07-31,0.42,2,340,6,00001086254
38920965,Epicurus Room at the center of Athens,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98105,23.72947,Hotel room,120,1,1,2021-10-23,0.09,9,354,1,
39476638,ATHENS STUDIO ACROPOLIS KERAMIKOS .,260828371,Christos,,ΚΕΡΑΜΕΙΚΟΣ,37.98086,23.71545,Entire home/apt,2000,7,0,,,2,362,0,00001086254
38923979,Art Pantheon Townhouse (7 Bdr) • Acropolis area🏛️,289947812,Andreas & Roula,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97114,23.73157,Entire home/apt,802,1,12,2022-09-03,0.58,6,229,8,00001294036
39497594,Minimal apartment in the shadow of the Acropolis,303423655,Anastasia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96691,23.72565,Entire home/apt,80,2,18,2022-05-07,0.51,1,0,1,00000906116
38926211,Cozy apartment Patision boulevard!,277602512,Nikos,,ΠΑΤΗΣΙΑ,38.01298,23.73594,Entire home/apt,300,3,0,,,2,365,0,
39364898,Novel Acropolis Apartment,192271404,Dionysis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96322,23.71968,Entire home/apt,62,2,119,2022-09-17,5.56,1,233,56,00000858818
39373527,COZY STUDIO NEAR ACROPOLIS,213283458,Αγγελική,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97612,23.73205,Entire home/apt,30,1,2,2019-11-17,0.06,2,64,0,00000887124
39504983,Single Bed in 4-Bed Mixed Dormitory Room,293628278,Mosaikon Hostel Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97834,23.72739,Shared room,44,1,1,2021-11-16,0.10,7,358,1,
39505481,Single Bed in 8-Bed Mixed Dormitory Room with Balcony,293628278,Mosaikon Hostel Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97814,23.72734,Shared room,36,1,0,,,7,355,0,
39505594,Single Bed in 8-Bed Mixed Dormitory Room,293628278,Mosaikon Hostel Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97869,23.72735,Shared room,38,1,1,2022-03-19,0.16,7,358,1,
39381825,"Acropolis View Private 
Ladies Room",192924544,Iosif,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97857,23.73144,Private room,35,1,28,2022-07-24,0.80,14,363,8,
39513802,City View by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,151,1,3,2022-08-19,1.17,43,324,3,12000345501
39514209,Cozy Living by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,142,1,6,2022-08-21,0.19,43,327,3,12000345501
38941454,At the Acropolis' fence,53695550,Steven,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972954,23.72636,Entire home/apt,214,1,103,2022-09-18,3.14,5,293,65,00000894903
39517407,"Mind-blowing Athens View Apt, Acropolis",174882170,Filippos Panos,,ΑΚΡΟΠΟΛΗ,37.96749,23.72388,Entire home/apt,111,2,28,2022-09-16,0.80,1,341,14,00000923903
39383347,Acropolis View ladies hostel 10,192924544,Iosif,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97706,23.73154,Shared room,15,1,28,2022-08-31,0.79,14,365,3,
39523366,Wonderful Nordic design Apt in Athens,1167063,Dimi David Opsimoulis,,ΠΑΓΚΡΑΤΙ,37.97114,23.74911,Entire home/apt,69,1,4,2022-08-02,0.12,38,336,2,00000894324
39386108,One bedroom apartment with kitchenette facilities,25248737,Argyris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98482,23.73647,Private room,170,1,0,,,1,186,0,
38952589,Cozy apartment in the heart of the city,158317310,Nikos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98822,23.73161,Entire home/apt,60,1,250,2022-09-19,6.93,2,330,102,00001343947
39524331,Family Maisonette by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,227,1,5,2022-09-09,0.14,43,327,4,12000345501
39401130,Cosy apartment at Square of philosopher Platon,190752968,Dimitrios,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98862,23.70898,Entire home/apt,34,2,145,2022-09-18,4.11,1,338,56,00000902348
39403472,Luxury Studio in Historical Center-Syntagma/Plaka,1167063,Dimi David Opsimoulis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97427,23.73202,Entire home/apt,91,1,57,2022-08-30,1.68,38,324,41,00001134920
39528217,Enattica | Standard Double Room,303652112,Enattica,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97807,23.72852,Entire home/apt,158,1,0,,,5,337,0,1152259
39403825,Minimal  Διαμπερές  Διαμέρισμα 52 τ.μ,270730228,Fotini,,ΠΑΤΗΣΙΑ,38.01201,23.73185,Entire home/apt,50,2,0,,,1,365,0,
38972205,Luxurious Apartment in Central Athens,290251636,Nikos,,ΙΛΙΣΙΑ,37.97723,23.75393,Entire home/apt,60,2,0,,,1,350,0,
39530495,Intimate inspiration with a touch of luxury.,303705203,Constantine,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96237,23.72293,Entire home/apt,125,14,0,,,1,0,0,
38974302,MODERN APARTMENT IN THE CENTER OF ATHENS,191865244,Vagelis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95661,23.73118,Entire home/apt,60,1,0,,,1,87,0,00001194050
39404967,Minimal apartment in central Athens-Acropolis view,227993211,Nikolaos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99541,23.72254,Entire home/apt,40,7,1,2019-10-27,0.03,1,178,0,00000882341
39541292,The Loft  by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,224,1,23,2022-08-31,0.66,43,331,15,0206K12000345501
39405140,Chic Penthouse for 4 ppl in Kolonaki,302674663,Dimos,,ΛΥΚΑΒΗΤΤΟΣ,37.98053,23.74609,Entire home/apt,59,2,33,2022-08-05,0.94,1,346,17,00000881417
39427036,HOMEISATHENS - BREATHE IN - CHARITOS 37,98162465,Tonia,,ΚΟΛΩΝΑΚΙ,37.97751,23.74486,Entire home/apt,123,4,7,2020-01-19,0.20,6,0,0,00000884611
39542549,Acropolis Suite ΙΙ by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,156,1,5,2022-09-01,0.16,43,336,4,12000345501
39429230,2 Bedroom Apt + Secret Garden In The ♥ Of Athens,153592692,Liroy & Tal,,ΠΕΤΡΑΛΩΝΑ,37.96971,23.71297,Entire home/apt,104,2,58,2022-09-15,1.70,16,171,43,00001279882
38989483,Democritus Room at the center of Athens,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98123,23.73162,Entire home/apt,90,1,1,2022-02-22,0.14,9,354,1,
39543328,Acropolis Suite I by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,155,1,4,2022-08-25,0.11,43,344,2,12000345501
39430632,Elegant flat with spacious private balcony,302866756,Καλιροη,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02132,23.74748,Entire home/apt,38,2,11,2021-07-16,0.32,1,77,0,
39544001,Acropolis Maisonette by Urban Stripes Athens,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,278,1,13,2022-08-22,0.42,43,318,9,12000345501
39433941,"Magnificent 101m² homm Apartment, 4th",29927830,Homm ®,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96234,23.73144,Entire home/apt,62,2,37,2022-08-31,1.08,222,69,13,00001414886
38990974,Colourful vintage apartment in the heart of Athens,298749120,Anastasios,,ΣΤΑΔΙΟ,37.96732,23.74345,Entire home/apt,65,4,17,2022-08-14,0.47,1,54,8,00001072360
38992791,Modern studio with garden 3 mins to metro,187720552,Marianna,,ΝΙΡΒΑΝΑ,38.01028,23.7273,Entire home/apt,38,5,4,2022-08-30,0.17,33,355,3,00001300214
39546940,Acropolis Designers Signature Suite,114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72666,Entire home/apt,426,1,27,2022-09-18,0.77,43,334,17,0206K12000345501
39003047,Navy apartment at Syntagma Square,49434255,Dia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97488,23.73323,Entire home/apt,91,2,4,2022-09-06,0.12,4,79,2,00001162384
39012437,"BI-Living , Downtown City Center Luxury Loft",130465834,Ioannis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98838,23.75022,Entire home/apt,50,30,5,2021-08-31,0.14,1,262,0,00000879770
39438646,City stay Athens ''a Sweet Home''next to the metro,40209245,Tonia,,ΠΑΤΗΣΙΑ,38.01202,23.73235,Entire home/apt,58,1,33,2022-09-14,4.44,5,357,33,00001694954
39548240,MEDLUXE LUXURY APARTMENT!,11929206,Konstantinos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96277937412595,23.721596958335887,Entire home/apt,167,1,1,2022-07-02,0.37,5,353,1,00001553966
39441545,Athens Studio,104237719,Dimitra,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.986198,23.724625,Entire home/apt,50,1,91,2022-09-18,2.61,5,355,54,00000888900
39449594,"Calm, comfy & close to Acropolis' Museum",7996184,Lia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9644,23.7208,Entire home/apt,55,2,4,2021-05-16,0.11,2,172,0,00001172245
39552248,Athens Center Studio Stadium Pagrati,273515749,Dimitris,,ΠΑΓΚΡΑΤΙ,37.97324,23.7458,Entire home/apt,35,2,4,2020-03-18,0.13,1,0,0,
39866630,Mets lifetime experience,306994803,Alexandros,,ΣΤΑΔΙΟ,37.96735,23.73884,Private room,40,3,0,,,1,89,0,
39013736,Urban grey,298960436,Dwra,,ΣΤΑΔΙΟ,37.96562606622788,23.743022720072585,Entire home/apt,64,1,15,2022-09-15,2.87,1,317,15,1489828
39015011,Acropolis view design apartment_pumpkin411,178759054,Katerina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98257,23.72217,Entire home/apt,80,2,1,2020-02-23,0.03,8,0,0,00000956859
39554972,"charming, old oasis with huge garden terrace",8671726,Eva,,ΓΟΥΔΙ,37.98491,23.76294,Private room,17,3,1,2020-04-02,0.03,1,0,0,
39016744,Eclectic apartment with 4 bedrooms and 4 bathrooms,1418201,D & Y Boutique Athens,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.984928,23.72398,Entire home/apt,138,3,20,2022-08-02,0.56,44,359,12,Exempt
39565943,💙Central Syntagma Square Studio in Athens - Shell,1167063,Dimi David Opsimoulis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97364,23.73198,Entire home/apt,91,1,31,2022-08-04,0.98,38,321,17,00001134914
39022350,Psychiko's View,299031117,George,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99852,23.7726,Entire home/apt,50,1,115,2022-09-13,3.24,1,347,33,00000881439
39025163,Athens for Travellers,299052580,Ioannis,,ΓΟΥΔΙ,37.98478,23.76456,Entire home/apt,98,1,0,,,1,0,0,
39884575,Eureka! Open Plan + Balcony in great location,19398830,Christina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.996037,23.731112,Entire home/apt,61,2,46,2022-09-03,1.42,1,275,36,00000895521
39570114,Junior Suite with City View - Emporikon Athens,155067958,Anastasia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97848,23.7271,Private room,261,1,0,,,6,271,0,
39885481,Superb  suite  on Aiolou street,217615215,Panagiotis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98329,23.72837,Entire home/apt,77,1,5,2022-07-13,0.15,5,361,3,00000915110
39043697,Anaxagoras Room at Athens City Centre,57477992,The Athenians Luxury,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98018,23.72991,Entire home/apt,90,1,0,,,9,354,0,
39584132,Two bedroom flat 3 minutes to metro,187720552,Marianna,,ΝΙΡΒΑΝΑ,38.00873,23.72588,Entire home/apt,50,5,2,2022-08-05,0.12,33,168,1,00001300282
39584461,Small modern studio apartment 3 mins to metro,187720552,Marianna,,ΝΙΡΒΑΝΑ,38.01018,23.72724,Entire home/apt,32,5,0,,,33,356,0,00001300240
39045649,Ομόνοια Μάρνη No 6,63903716,Theo,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.987953,23.727964,Entire home/apt,40,2,8,2022-08-22,0.22,33,174,5,00001642968
39889343,Φιλόξενη γκαρσονιέρα στο Παγκράτι!,305933980,Βασίλειος,,ΠΑΓΚΡΑΤΙ,37.96767,23.75305,Entire home/apt,23,5,13,2022-09-10,0.43,1,94,4,00000902880
39910618,One Bedroom Fully Furnished Apartment 42m2 2nd Floor,158835185,Antreas,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99005,23.76829,Entire home/apt,71,2,1,2022-08-28,1,14,26,1,00001089016
39910771,One Bedroom Fully Furnished Apartment 42m2 4th Floor,158835185,Antreas,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9888,23.76698,Entire home/apt,71,2,7,2022-06-29,0.45,14,63,6,00000993482
39593558,Америкис студия,215018714,Виталий,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00349,23.73323,Entire home/apt,31,2,4,2022-08-27,0.32,3,361,3,
