id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26799566,Supreme Luxury Apartment in the Heart of Athens,182138413,Athens Stay,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95706,23.73565,Entire home/apt,85,1,280,2022-09-06,5.49,19,357,45,00000150001
26806337,Superior Apartment with private Jacuzzi,182138413,Athens Stay,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95699,23.73523,Entire home/apt,128,1,118,2022-08-29,2.66,19,349,51,1471511
27242607,Ermou str. Elegant 1BD Apartment - White,20104194,Upstreet,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97628,23.72903,Entire home/apt,99,1,55,2022-08-31,1.13,90,343,22,00000210222
27246305,Artistic Classic Double Room,205209765,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979271,23.726051,Hotel room,259,1,0,,,5,352,0,1070593
26044619,Rom's traditional garden studio close to Acropolis,31265707,Romina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96261,23.72265,Entire home/apt,40,2,227,2022-09-13,4.39,7,170,56,00001056253
27246528,Soho Break @ Kolonaki Square,198595015,Maria,,ΚΟΛΩΝΑΚΙ,37.97625,23.74273,Entire home/apt,125,2,3,2022-02-13,0.07,5,155,1,00000172739
27246550,Artistic Superior Double Room with City View,205209765,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979271,23.726051,Hotel room,277,1,0,,,5,333,0,1070593
26806670,Gucci Luxury Flat Under Acropolis,109619115,Ethan,,ΑΚΡΟΠΟΛΗ,37.97333,23.7192,Entire home/apt,61,2,132,2022-09-01,2.67,3,240,41,00001176178
26057974,37.5m² homm Penthouse in Athens with 43m² Terrace,29927830,Homm ®,,ΝΙΡΒΑΝΑ,38.0048,23.7248,Entire home/apt,58,2,140,2022-09-03,2.78,222,328,32,00000115066
27246928,Artistic Junior Suite with Park View for 2,205209765,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979271,23.726051,Hotel room,286,1,0,,,5,331,0,1070593
27247110,Artistic Junior Suite with Park View for 3,205209765,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979271,23.726051,Hotel room,321,1,0,,,5,336,0,1070593
26066860,Chez Michel IV,190075774,Michail,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9857,23.73063,Entire home/apt,40,2,10,2021-05-16,0.19,4,17,0,00001075955
26808591,"ZEUS, LUXURY BUSINESS SUITE in the heart of Athens",201591908,Michael,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99152,23.76004,Entire home/apt,65,2,68,2022-09-18,1.34,1,205,11,00001319261
26068002,Chez Michel V,190075774,Michail,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9857,23.73063,Entire home/apt,40,2,66,2022-04-13,1.28,4,17,6,00001075908
26810355,Balcony with Acropolis view!,201606968,Athanasia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96316,23.72962,Entire home/apt,80,3,59,2022-09-18,1.18,1,20,18,
27247995,Acropolis Museum Cozy Apartment,4976708,Matiz,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96779,23.72517,Entire home/apt,120,2,20,2022-09-02,0.43,1,0,1,00001495988
27255443,Charming Penthouse ❤ Heart of Athens,32371212,Versaweiss,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97775,23.72414,Entire home/apt,99,1,273,2022-09-02,5.41,10,266,75,00001138544
26080277,Centre artistic apartment of Exarchia w/ balcony,196013109,Zoi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98466,23.73404,Entire home/apt,45,3,81,2022-09-08,1.66,1,140,20,00000133074
27275877,"New Luxury Loft by the City Hall, Ultra Central",14184069,Manos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98233,23.7257,Entire home/apt,94,1,246,2022-09-02,4.88,8,320,64,00000013007
27276519,Green Paradise in city center!,205471745,Georgia,,ΓΚΥΖΗ,37.98987,23.74879,Entire home/apt,60,3,0,,,1,0,0,00000060451
26825127,LYKAVITTOS Apartment in Kolonaki A',100140550,Break,,ΛΥΚΑΒΗΤΤΟΣ,37.98066,23.74022,Entire home/apt,110,1,6,2022-07-30,0.14,7,148,4,00000518520
26082238,Brand New Apartment near Acropolis,6735737,Eleni,,ΠΕΤΡΑΛΩΝΑ,37.96897,23.71209,Entire home/apt,50,5,0,,,1,83,0,
26832989,"59m² homm Loft- Penthouse with Acropolis View,2ppl",29927830,Homm ®,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9655,23.73123,Entire home/apt,102,1,222,2022-09-08,4.39,222,309,38,00001421964
27282238,Greece U Around Athens Thissio Suites No. 1,13115279,Greece You Around,,ΘΗΣΕΙΟ,37.97376,23.71566,Entire home/apt,95,2,59,2022-08-19,1.17,7,330,9,00000298864
26088584,"Athens ""Peripatos"" Apartment - Framing Culture",99915207,Marios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96792,23.72807,Entire home/apt,158,2,48,2022-09-18,1.17,1,275,16,00000560594
26835942,Two bedroom apartment in the centre of Athens,80208990,Periklis,,ΛΥΚΑΒΗΤΤΟΣ,37.98642,23.74674,Entire home/apt,47,2,30,2022-09-01,0.60,1,19,11,00000485901
26092838,Upscale Designer Apartment with Balcony in Historical Center,196117447,Mary,,ΚΕΡΑΜΕΙΚΟΣ,37.98064,23.72228,Entire home/apt,86,1,228,2022-09-12,4.41,1,307,73,00001560087
26837596,Pangrati stylish apt 10min to Evangelismos metro,159827722,Konstantinos,,ΠΑΓΚΡΑΤΙ,37.97063,23.74842,Entire home/apt,31,2,137,2022-08-16,2.70,1,58,24,00001259683
27282515,Grey Matter 1,5498049,Grey Matter,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96887,23.72987,Entire home/apt,55,1,124,2022-09-05,2.48,4,168,51,00000854653
26099866,"Hometel Nea Kypseli-Athens, Studio",123228792,Marios,,ΝΕΑ ΚΥΨΕΛΗ,37.998581,23.743315,Entire home/apt,45,2,33,2022-08-31,0.64,13,324,3,00000555584
26100488,"Alternativ, Zimmer 3",40921063,Gerhard,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98726,23.73452,Private room,15,3,19,2022-09-18,0.37,25,60,9,00000771561
27284094,CHERIE,93001098,Kristina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99052,23.73748,Entire home/apt,41,3,252,2022-09-14,5.03,6,351,52,00001253879
26843490,ARTEMIS DELUXE ATHENS CITY CENTER APARTMENT,21396488,Multipath,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99225,23.76046,Entire home/apt,58,1,69,2022-08-08,1.37,9,327,6,00001145845
26101647,Vintage apartment Kolonaki.,196189725,Δημήτρης,,ΖΑΠΠΕΙΟ,37.97593,23.73765,Private room,55,4,1,2018-07-23,0.02,1,146,0,00000449576
26851372,Brand new studio to remember in heart of Kolonaki,201295316,Lisandro,,ΚΟΛΩΝΑΚΙ,37.97838,23.74383,Entire home/apt,64,2,39,2022-09-03,0.77,1,73,13,00000295397
27286176,Greece U Around Athens Thissio Suites No. 2,13115279,Greece You Around,,ΠΕΤΡΑΛΩΝΑ,37.97318,23.71375,Entire home/apt,69,2,27,2021-07-29,0.54,7,297,0,00000298853
27293198,La Reserve Neos Kosmos Uncle's suit 00001680730,50287496,Dimitrios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95805,23.72488,Private room,24,2,38,2022-08-26,1.02,4,85,2,
26106526,"ACRO&POLIS ""APOLLO"" Apt in the Heart of Athens",24567914,Sakis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97294,23.72888,Entire home/apt,144,2,10,2022-08-15,0.27,7,83,5,00000622961
27294421,La Reserve Neos Kosmos single suit (00001680767),50287496,Dimitrios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95642,23.72394,Private room,20,2,26,2022-07-25,0.52,4,92,1,
26852253,Modern Urban Flat in Rustic style,67885548,Ειρηνη,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95858,23.73569,Entire home/apt,70,2,4,2021-02-08,0.09,3,347,0,00000451188
26106993,Kolonaki Square Apartment,100140550,Break,,ΚΟΛΩΝΑΚΙ,37.9772,23.74321,Entire home/apt,135,1,17,2022-08-27,0.48,7,336,7,00000502623
26117714,"Alternativ, Zimmer 2",40921063,Gerhard,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98556,23.73517,Private room,14,3,8,2020-10-31,0.16,25,4,0,00000771561
26120585,Bisou d'Athènes,194742303,Βανέσσα,,ΚΥΨΕΛΗ,38.00236,23.74118,Entire home/apt,26,2,11,2019-08-12,0.22,2,231,0,00000190634
26853827,Colorful Apartment Close to the Acropolis,652941,Eleni,,ΖΑΠΠΕΙΟ,37.97106,23.73292,Entire home/apt,102,1,203,2022-09-06,4.02,2,335,70,00001707646
27297704,Vasilis Home. Central Athens. Under Acropolis,79533299,Vasilis,,ΘΗΣΕΙΟ,37.97564,23.71708,Entire home/apt,95,1,76,2022-09-12,1.51,1,146,17,00000471885
26122304,Renovated Kolonaki Apartment,113700343,Konstantinos,,ΚΟΛΩΝΑΚΙ,37.97837,23.74178,Entire home/apt,70,3,37,2022-09-10,0.73,3,0,13,00000232814
27299664,Lina's cozy apartment,205667268,Lina,,ΠΕΤΡΑΛΩΝΑ,37.96809,23.71076,Entire home/apt,60,2,12,2019-08-24,0.25,1,0,0,00000140183
26854788,"Stylish, Central 2bd apartment, Spacious & Bright",201975209,Dafni & Marianna,,ΣΕΠΟΛΙΑ,38.00522,23.71699,Entire home/apt,65,2,57,2022-09-15,1.14,1,355,5,00000291359
26122417,"Alternativ, Zimmer 1",40921063,Gerhard,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98723,23.73336,Private room,14,5,9,2022-09-07,0.18,25,0,2,00000771561
26123068,"Alternativ, Zimmer 4",40921063,Gerhard,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98522,23.73434,Private room,13,3,5,2022-09-08,0.32,25,87,4,00000771561
26858682,Industrial small Loft,184679073,Kariofyllis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9791,23.72581,Entire home/apt,56,1,386,2022-09-03,7.67,1,207,101,00000477854
27303515,La Reserve  Grandparents suit ( 00001680772),50287496,Dimitrios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95843,23.7245,Private room,23,2,21,2021-09-22,0.42,4,88,1,
26125014,Greece U Around Athens Thissio Suites No. 5,13115279,Greece You Around,,ΘΗΣΕΙΟ,37.97525,23.71371,Entire home/apt,120,2,11,2022-07-05,0.21,7,172,2,00000298900
27306574,Athens Town Hall Art Lofts - The Tiki Room,53402784,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98213,23.72664,Private room,39,1,5,2021-10-23,0.10,7,347,2,00000332626
26862975,Convenient bright flat - 50m from metro,202031459,Eyal,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98734,23.72253,Entire home/apt,46,2,31,2022-09-12,0.64,1,352,18,00000502485
26127618,ΑΝΝΑ,193923344,Anna,,ΚΟΛΩΝΟΣ,37.99963,23.71946,Entire home/apt,47,2,51,2022-08-14,0.99,1,337,2,00000288801
26870993,SWEET HOME vipgreece.,189967864,Αριστειδης,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.0035,23.73234,Entire home/apt,40,3,6,2020-07-09,0.12,22,113,0,00000979810
26888547,Cosy apartment @ Koukaki (Acropolis),83682423,Korda,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96134,23.72121,Entire home/apt,40,1,0,,,2,0,0,
27309619,Athens Town Hall Art Lofts - The Trumpet,53402784,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98187,23.72546,Private room,39,1,5,2022-08-17,0.27,7,334,2,00000332626
27314739,one bed room!,205802264,Manna,,ΘΗΣΕΙΟ,37.97788,23.72242,Entire home/apt,66,1,0,,,1,0,0,
26127704,"COMFORTABLE,QUIET, COMPLETELY RENOVATED APPARTMENT",58822279,Χρυσα,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99856,23.73003,Entire home/apt,46,2,19,2022-08-22,0.38,2,354,8,
27318970,Tiny-Nest Studio in PLAKA @ The Heart of Athens!,31290848,Nasos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972881,23.731676,Entire home/apt,50,2,166,2022-09-11,3.36,33,339,49,00000177012
26905928,Private bedrooms  livingroom in shared appartment,1394146,Konstantinos,,ΠΑΓΚΡΑΤΙ,37.96923,23.74436,Private room,25,2,20,2022-09-02,0.81,2,349,17,00001025527
26129374,Aneta  Rafał 1/Pokój dla Ciebie/ Ateny,144908078,Aneta Renata,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99269,23.72503,Private room,23,1,122,2022-09-14,2.38,4,165,24,Exempt
26932469,Cozy 2BD Apt -Spacious 105m2- Central Location,117684219,Alexandros,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,37.99979,23.73308,Entire home/apt,45,2,58,2022-09-08,1.14,1,323,14,00000125744
27321776,"Cool, calm and sun-collected in Athens",204422351,George,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00158,23.72937,Entire home/apt,33,3,34,2022-08-19,0.68,1,65,7,00000252193
26131373,Cozy Apartment at the Heart of Athens,21196578,Emmanouela,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97786,23.72842,Entire home/apt,52,1,182,2022-09-20,3.52,1,317,74,00000209443
27328770,MYRON MINIMAL STUDIO 1,8703008,Μυρων,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.988445,23.746401,Entire home/apt,35,2,5,2022-04-12,0.12,3,336,4,00001211541
26935776,Chic & Classy apartment #AsklipiouApartments,49345790,Kolonaki Apts,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98376,23.73898,Entire home/apt,70,2,4,2021-12-23,0.08,2,231,1,00000278371
26936440,ABA - JUNIOR APARTMENT,48654793,Do  Disturb,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96464,23.72558,Entire home/apt,135,2,9,2022-05-24,0.23,8,84,3,00000306924
27391084,Athenian Stylish 2 bdrm Apartment,748818,George,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96101,23.73623,Entire home/apt,66,1,36,2022-07-31,0.75,76,354,11,1411036
27391283,Lovely 1 bedroom apartment in Athens,748818,George,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95921,23.7354,Entire home/apt,42,1,26,2022-08-24,0.54,76,339,13,151640
26943066,GAZI square luxurious 2nd floor studio,62982756,Spiros,,ΒΟΤΑΝΙΚΟΣ,37.97994,23.71018,Entire home/apt,47,2,45,2022-05-20,0.90,8,3,5,00000689610
27331321,Top for sightseeing | 4th floor studio | veranda!,2718115,TopHouzzing Properties,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9627,23.72711,Entire home/apt,60,2,38,2022-02-14,0.76,37,111,6,00000584505
27391599,Apartment in the heart of Athens,206417716,George,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98993,23.73418,Entire home/apt,39,28,32,2020-10-31,0.64,1,262,0,
27392140,Beautiful 2 bdr apartment 3 min from Acropolis mus,748818,George,,ΑΚΡΟΠΟΛΗ,37.96866,23.72841,Entire home/apt,132,1,71,2022-08-26,1.45,76,152,13,1410948
27412764,💜Vibrant & Cozy Apt in Athens,1167063,Dimi David Opsimoulis,,ΠΑΓΚΡΑΤΙ,37.97305,23.74622,Entire home/apt,75,2,7,2022-05-15,0.15,38,310,2,00001150909
27333708,live in Koukaki; the funky neighborhood of Athens,205970862,Roula,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96519,23.72389,Entire home/apt,46,2,69,2022-09-16,1.40,1,170,37,00000065471
27426816,ACROPOLIS NEOCLASSICAL LUXURIUS APARTMENT AP-3,147148054,Giannis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98201,23.72158,Entire home/apt,85,2,216,2022-09-12,4.35,10,275,72,00001770941
27349624,Grey Matter 2,5498049,Grey Matter,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96737,23.72933,Entire home/apt,40,1,126,2022-08-30,2.52,4,314,22,00000854631
27350589,Grey Matter 3,5498049,Grey Matter,,ΖΑΠΠΕΙΟ,37.96853,23.73154,Entire home/apt,40,1,164,2022-08-30,3.28,4,323,27,00000854610
26944611,"Posh 1-BDRM Apt, W/ Private Patio & Jacuzzi!",165204175,Dimitris,,ΚΟΛΩΝΑΚΙ,37.98032,23.73733,Entire home/apt,242,2,146,2022-09-08,2.97,2,332,25,00000418130
26950720,Athens flat close to Museum and economics uni,202784604,Evgenia,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99777,23.73051,Entire home/apt,35,7,18,2022-09-15,0.36,1,205,5,00000064622
27443649,Beautiful apartment 10min walk to Acropolis Museum,149346682,My,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96338,23.72166,Entire home/apt,82,1,29,2022-09-10,0.59,29,149,12,00001076017
26951298,Acropolis Gem by GHH,47038350,Golden Home Holidays,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96388,23.72831,Entire home/apt,159,2,89,2022-09-04,1.79,36,183,31,00001624045
27446174,Acropol K+A,184532712,Anastasia,,ΝΙΡΒΑΝΑ,38.01317,23.72127,Entire home/apt,100,2,15,2022-08-07,0.30,1,359,5,00001663027
27353598,Elegant & Comfy flat #AsklipiouApartments,49345790,Kolonaki Apts,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9827,23.73686,Entire home/apt,50,2,2,2019-06-03,0.04,2,180,0,00000278225
27447963,Apartment with Balcony and Pool View,206838334,Stratos,,ΘΗΣΕΙΟ,37.97805,23.72288,Hotel room,198,1,7,2020-11-06,0.15,5,57,0,1072654
27354601,(LONDO CENTER APARTMENT) ΛΟΝΤΟ ΚΕΝΤΡΟ ΔΙΑΜΕΡΙΣΜΑ,206139244,Δέσποινα,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98524,23.73491,Entire home/apt,55,2,1,2018-09-29,0.02,1,0,0,00000434344
26968458,Sunny & Upbeat Apartment,202930297,Giorgos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9879,23.76586,Entire home/apt,70,3,35,2022-09-10,0.69,1,78,6,00000179836
27448165,Family Apartment with Pool in the heart of city!!,206838334,Stratos,,ΘΗΣΕΙΟ,37.97805,23.72288,Hotel room,232,1,2,2021-08-31,0.15,5,342,0,1072654
27448310,Residence with Pool in the heart of city!!!,206838334,Stratos,,ΘΗΣΕΙΟ,37.97717,23.72333,Entire home/apt,273,1,2,2022-08-01,0.09,5,348,1,1072654
27360275,Bring only your toothbrush!,45363606,Vasileios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9636,23.72024,Entire home/apt,88,3,57,2022-05-31,1.14,1,0,3,00000160552
27448401,Deluxe Residence with pool in the city center,206838334,Stratos,,ΘΗΣΕΙΟ,37.97734,23.72212,Entire home/apt,311,1,3,2021-11-21,0.06,5,335,1,1072654
27455510,Iris Guesthouse,206892484,John,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9915,23.72732,Entire home/apt,41,3,212,2022-09-10,4.22,1,173,47,00000057968
27360515,central apartment fully airconditioned-wifi,206183611,Δημητρης,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99005,23.73785,Entire home/apt,75,3,95,2022-09-02,1.91,1,139,7,00001233579
26972956,Ariadne's Penthouse in Central Athens by JJ Hospitality,55670751,Jj,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.73045,Entire home/apt,117,1,99,2022-09-11,1.96,15,324,46,00001147795
27458536,Grey Matter 4,5498049,Grey Matter,,ΑΚΡΟΠΟΛΗ,37.96919,23.72977,Entire home/apt,40,1,43,2022-07-24,0.87,4,313,5,00000854664
26973493,Attica Grove's Flat - In the heart of Athens,202955842,Vasilis,,ΠΟΛΥΓΩΝΟ,37.99677,23.74705,Entire home/apt,29,2,39,2022-07-15,0.77,1,259,14,00000006278
27473011,Spacious & quiet haven in the heart of Athens,207041789,Xenophon,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97776,23.72959,Entire home/apt,100,2,81,2022-08-28,1.64,1,62,12,00000389468
26976562,Electra's Guesthouse-Colorful 2 bedroom apartment,83979305,Αriadne,,ΕΛΛΗΝΟΡΩΣΩΝ,38.00003,23.77228,Entire home/apt,42,2,87,2022-09-01,1.73,1,98,18,00000461196
27361304,"Olive Branch, Mediterranean Apartment",206191748,Nikos & Ketti,,ΠΕΤΡΑΛΩΝΑ,37.97309,23.712,Entire home/apt,69,2,194,2022-09-13,3.89,2,245,51,00001089350
27473911,Chic Maisonette in the Heart of Athens,25485075,Nikolaos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96676,23.72593,Entire home/apt,320,3,69,2022-09-19,1.39,4,342,19,00000014815
26991750,Spacious & Airy Votanikos Apt.- 500m to metro st.,131266100,George,,ΒΟΤΑΝΙΚΟΣ,37.98124,23.70987,Entire home/apt,75,1,2,2019-05-25,0.04,1,360,0,00000039883
27474776,Ermou str Urban Vintage Suite @ metro Monastiraki,90390850,Evan&Anetta,,ΘΗΣΕΙΟ,37.97722,23.72308,Entire home/apt,55,1,382,2022-09-03,7.65,63,188,76,00000441329
27476243,Real everyday Athens in Petralona (near Metro)!!,207065114,Georgios,,ΠΕΤΡΑΛΩΝΑ,37.96904,23.70278,Entire home/apt,40,2,2,2019-04-14,0.04,6,0,0,00000142657
26994600,Athens Downtown Boho Apartment 1 min from metro,122792340,Andreas,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99258,23.7282,Entire home/apt,60,2,21,2022-08-23,0.42,1,319,6,00000183536
27364971,Relax & Enjoy! 3BR 2BTH direct airport/centre,2091734,Sandrine,,ΓΟΥΔΙ,37.98246,23.75704,Entire home/apt,65,3,74,2022-08-27,1.49,1,122,17,
27479454,"Ζεστό πολυτελές κεντρικό, φιλόξενο  διαμέρισμα!",207092153,Ευη,,ΚΥΨΕΛΗ,37.99944,23.73602,Entire home/apt,220,3,0,,,1,90,0,
27010763,Cozy apartment in a quiet  neighborhood,203228402,Metaxia And Nikos,,ΚΟΛΟΚΥΝΘΟΥ,37.99891,23.70928,Entire home/apt,59,7,19,2022-08-15,0.39,1,257,4,00000102126
27017555,A cosy apartment in the heart of Athens.,186615062,Sotiria,,ΓΟΥΔΙ,37.98278,23.75967,Entire home/apt,55,3,83,2022-09-07,1.64,1,362,8,00000843120
27479555,Stay @ lively Petralona-Explore Athens' urban life,207065114,Georgios,,ΠΕΤΡΑΛΩΝΑ,37.969,23.70276,Entire home/apt,37,2,3,2019-06-25,0.06,6,0,0,00000142577
27365144,Athens Parrot,206223644,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98486,23.72596,Entire home/apt,70,3,21,2022-09-02,0.42,1,344,14,00000238306
27479786,"Best House, Attiki metro, Athens",78415907,Eva,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99741,23.7207,Entire home/apt,40,1,10,2022-07-08,0.24,3,94,2,00000144280
27020857,★Couple's Getaway★Next to everything★King Size Bed,152554692,Elvira,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99426,23.72554,Entire home/apt,26,1,167,2021-12-13,3.30,1,224,4,00000226367
27480381,"New modern space,8 mins from Metro & top amenities",207065114,Georgios,,ΠΕΤΡΑΛΩΝΑ,37.969,23.70276,Entire home/apt,31,2,3,2019-06-20,0.07,6,0,0,00000142533
27022831,Vacations near to Acropolis!,92310506,Sokol,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98157,23.72157,Entire home/apt,61,1,267,2022-09-10,5.28,33,351,77,00000206293
27481621,Brand New apartment at the heart of Athens!!!,207065114,Georgios,,ΠΕΤΡΑΛΩΝΑ,37.969,23.70276,Entire home/apt,31,2,1,2019-05-24,0.02,6,0,0,00000142680
27023199,Appartment next to metro of Metaxourghio,203311132,Ιωαννα,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98657,23.71893,Entire home/apt,28,2,20,2021-09-22,0.41,1,85,1,
27482171,"@ real Athens best spot, Petralona-walk to  Metro!",207065114,Georgios,,ΠΕΤΡΑΛΩΝΑ,37.969,23.70276,Entire home/apt,42,2,3,2019-04-07,0.06,6,0,0,00000142715
27385916,Apartment Artemis - Modern Deluxe,184971311,Konstantinos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95614,23.71636,Entire home/apt,130,1,39,2022-09-02,0.80,13,43,12,00000111811
27482229,Gorgeous Penthouse In Heart Of Historic Center,205291669,Δεσποινα,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97892,23.7287,Entire home/apt,120,2,67,2022-09-12,1.34,1,339,19,00000196556
27025696,Lux apartment 11 with yard in the heart of Athens,63254532,Stavros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9576,23.72695,Entire home/apt,48,1,222,2022-09-15,4.37,5,120,75,00000518509
27027546,"Quiet spot2, 10' from Acropolis &historical center",72845584,Athina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.964027,23.722546,Entire home/apt,68,1,141,2022-09-13,3.12,3,361,40,00000809076
27482697,"Live with style! new space@ Petralona,metro 8 mins",207065114,Georgios,,ΠΕΤΡΑΛΩΝΑ,37.969,23.70276,Entire home/apt,31,2,5,2019-10-28,0.11,6,0,0,00000142668
