,id,neighbourhood_cleansed,reviews_per_month,room_type
1128,14795776,ΓΚΑΖΙ,4.95,Entire home/apt
1129,14803596,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.05,Entire home/apt
1130,14803827,ΑΜΠΕΛΟΚΗΠΟΙ,1.5,Entire home/apt
1131,14833034,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.14,Private room
1132,14860669,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.1,Entire home/apt
1133,14864433,ΝΕΟΣ ΚΟΣΜΟΣ,4.18,Private room
1134,14865208,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5.84,Entire home/apt
1135,14882965,ΠΑΓΚΡΑΤΙ,2.4,Entire home/apt
1136,14890698,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.74,Entire home/apt
1137,14893432,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.21,Entire home/apt
1138,14906089,ΑΚΡΟΠΟΛΗ,4.24,Entire home/apt
1139,14912131,ΑΜΠΕΛΟΚΗΠΟΙ,0.0,Entire home/apt
1140,14927317,ΠΑΓΚΡΑΤΙ,1.76,Entire home/apt
1141,14941906,ΝΕΟΣ ΚΟΣΜΟΣ,2.92,Entire home/apt
1142,14944265,ΙΛΙΣΙΑ,3.66,Entire home/apt
1143,14959056,ΙΛΙΣΙΑ,0.0,Entire home/apt
1144,14992796,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0,Private room
1145,15007626,ΝΙΡΒΑΝΑ,1.81,Entire home/apt
1146,15026011,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.77,Entire home/apt
1147,15029864,ΛΥΚΑΒΗΤΤΟΣ,0.64,Entire home/apt
1148,15033500,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
1149,15040544,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.02,Private room
1150,15046716,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6.56,Private room
1151,15048358,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.08,Entire home/apt
1152,15048657,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1,Entire home/apt
1153,15049700,ΣΕΠΟΛΙΑ,1.6,Entire home/apt
1154,15083903,ΠΕΔΙΟ ΑΡΕΩΣ,2.6,Entire home/apt
1155,15091421,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.01,Entire home/apt
1156,15127417,ΠΑΓΚΡΑΤΙ,0.37,Entire home/apt
1157,15137883,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
1158,15152754,ΓΟΥΔΙ,1.5,Entire home/apt
1159,15156365,ΓΚΑΖΙ,1.11,Entire home/apt
1160,15164358,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.0,Entire home/apt
1161,15171165,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,5.09,Entire home/apt
1162,15172673,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2.22,Entire home/apt
1163,15190369,ΑΚΡΟΠΟΛΗ,2.12,Entire home/apt
1164,15203874,ΠΑΓΚΡΑΤΙ,1.1,Entire home/apt
1165,15211983,ΒΟΤΑΝΙΚΟΣ,1.8,Entire home/apt
1166,15212560,ΚΥΨΕΛΗ,1.54,Private room
1167,15213476,ΚΥΨΕΛΗ,3.09,Private room
1168,15214261,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.91,Entire home/apt
1169,15217708,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,1.43,Entire home/apt
1170,15223758,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3.44,Private room
1171,15226560,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.03,Entire home/apt
1172,15249110,ΑΚΡΟΠΟΛΗ,1.84,Entire home/apt
1173,15250700,ΖΑΠΠΕΙΟ,5.88,Entire home/apt
1174,15260204,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.71,Entire home/apt
1175,15269734,ΙΛΙΣΙΑ,0.03,Private room
1176,15294801,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.35,Entire home/apt
1177,15305313,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.82,Entire home/apt
1178,15341960,ΙΛΙΣΙΑ,0.25,Private room
1179,15349913,ΚΥΨΕΛΗ,3.57,Private room
1180,15359188,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.07,Entire home/apt
1181,15366300,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.44,Entire home/apt
1182,15367634,ΒΟΤΑΝΙΚΟΣ,1.17,Entire home/apt
1183,15369374,ΠΑΓΚΡΑΤΙ,0.05,Entire home/apt
1184,15387976,ΑΜΠΕΛΟΚΗΠΟΙ,0.35,Entire home/apt
1185,15390830,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.54,Entire home/apt
1186,15397990,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.16,Entire home/apt
1187,15427585,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1,Entire home/apt
1188,15432240,ΑΚΡΟΠΟΛΗ,0.87,Entire home/apt
1189,15444261,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.05,Entire home/apt
1190,15444374,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.39,Private room
1191,15447371,ΝΕΟΣ ΚΟΣΜΟΣ,0.86,Private room
1192,15448973,ΓΟΥΔΙ,0.0,Shared room
1193,15460654,ΓΚΥΖΗ,1.26,Entire home/apt
1194,15473429,ΓΟΥΒΑ,0.09,Private room
1195,15476135,ΑΚΡΟΠΟΛΗ,2.02,Entire home/apt
1196,15480641,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,2.25,Entire home/apt
1197,15489386,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.43,Entire home/apt
1198,15510318,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.56,Entire home/apt
1199,15521521,ΑΚΡΟΠΟΛΗ,6.25,Entire home/apt
1200,15528183,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,6.3,Entire home/apt
1201,15533151,ΚΟΛΩΝΑΚΙ,0.92,Entire home/apt
1202,15539713,ΑΜΠΕΛΟΚΗΠΟΙ,0.65,Entire home/apt
1203,15574505,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.68,Entire home/apt
1204,15583700,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.25,Entire home/apt
1205,15605778,ΝΕΟΣ ΚΟΣΜΟΣ,1.78,Entire home/apt
1206,15627184,ΑΚΡΟΠΟΛΗ,0.06,Entire home/apt
1207,15637260,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.33,Entire home/apt
1208,15639058,ΓΟΥΔΙ,0.0,Entire home/apt
1209,15653764,ΚΟΛΩΝΑΚΙ,2.82,Entire home/apt
1210,15676953,ΝΕΟΣ ΚΟΣΜΟΣ,1.57,Entire home/apt
1211,15677633,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.76,Entire home/apt
1212,15682743,ΚΕΡΑΜΕΙΚΟΣ,3.23,Entire home/apt
1213,15727101,ΣΤΑΔΙΟ,0.02,Entire home/apt
1214,15729234,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.02,Hotel room
1215,15732831,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.04,Entire home/apt
1216,15738053,ΠΑΓΚΡΑΤΙ,4.0,Entire home/apt
1217,15749417,ΕΛΛΗΝΟΡΩΣΩΝ,0.0,Private room
1218,15754721,ΚΟΛΩΝΟΣ,0.0,Entire home/apt
1219,15754807,ΠΟΛΥΓΩΝΟ,0.12,Entire home/apt
1220,15767962,ΠΕΤΡΑΛΩΝΑ,0.24,Entire home/apt
1221,15771158,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2.66,Entire home/apt
1222,15779528,ΑΜΠΕΛΟΚΗΠΟΙ,0.4,Entire home/apt
1223,15793210,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5.68,Entire home/apt
1224,15795367,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.48,Entire home/apt
1225,15798049,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.61,Entire home/apt
1226,15798089,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.14,Entire home/apt
1227,15814017,ΒΟΤΑΝΙΚΟΣ,0.09,Entire home/apt
1228,15827156,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.94,Entire home/apt
1229,15829689,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
1230,15830980,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.39,Entire home/apt
1231,15831118,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.98,Entire home/apt
1232,15831933,ΑΚΡΟΠΟΛΗ,0.21,Entire home/apt
1233,15836230,ΠΑΓΚΡΑΤΙ,3.21,Entire home/apt
1234,15841192,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,7.52,Entire home/apt
1235,15847136,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,1.29,Entire home/apt
1236,15848423,ΝΕΟΣ ΚΟΣΜΟΣ,2.59,Entire home/apt
1237,15851225,ΑΜΠΕΛΟΚΗΠΟΙ,0.41,Entire home/apt
1238,15852941,ΣΤΑΔΙΟ,2.17,Entire home/apt
1239,15855755,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2.01,Entire home/apt
1240,15862659,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.74,Entire home/apt
1241,15900818,ΠΑΓΚΡΑΤΙ,1.77,Entire home/apt
1242,15913678,ΚΕΡΑΜΕΙΚΟΣ,2.6,Entire home/apt
1243,15913869,ΠΑΓΚΡΑΤΙ,1.04,Entire home/apt
1244,15935395,ΚΕΡΑΜΕΙΚΟΣ,1.0,Entire home/apt
1245,15945915,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.01,Entire home/apt
1246,15952250,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,5.66,Entire home/apt
1247,15978068,ΑΜΠΕΛΟΚΗΠΟΙ,1.81,Entire home/apt
1248,15991857,ΙΛΙΣΙΑ,4.71,Entire home/apt
1249,15995052,ΚΥΨΕΛΗ,0.05,Entire home/apt
1250,15995696,ΝΕΟΣ ΚΟΣΜΟΣ,0.71,Entire home/apt
1251,16012573,ΝΕΟΣ ΚΟΣΜΟΣ,3.76,Entire home/apt
1252,16013710,ΑΝΩ ΠΑΤΗΣΙΑ,0.29,Entire home/apt
1253,16025015,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,6.78,Entire home/apt
1254,16037846,ΘΗΣΕΙΟ,5.65,Entire home/apt
1255,16038153,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.37,Entire home/apt
1256,16045908,ΣΤΑΔΙΟ,1.4,Entire home/apt
1257,16066994,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.88,Entire home/apt
1258,16076907,ΘΗΣΕΙΟ,2.41,Entire home/apt
1259,16091676,ΣΤΑΔΙΟ,1.75,Entire home/apt
1260,16097292,ΠΕΤΡΑΛΩΝΑ,0.52,Entire home/apt
1261,16122961,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.67,Entire home/apt
1262,16141034,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.94,Entire home/apt
1263,16142762,ΑΜΠΕΛΟΚΗΠΟΙ,0.53,Entire home/apt
1264,16142802,ΝΕΟΣ ΚΟΣΜΟΣ,1.64,Entire home/apt
1265,16143728,ΝΕΟΣ ΚΟΣΜΟΣ,1.42,Entire home/apt
1266,16144380,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.67,Entire home/apt
1267,16152197,ΑΚΡΟΠΟΛΗ,1.2,Entire home/apt
1268,16162030,ΚΕΡΑΜΕΙΚΟΣ,1.59,Entire home/apt
1269,16169133,ΠΑΓΚΡΑΤΙ,3.3,Entire home/apt
1270,16170696,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.97,Entire home/apt
1271,16175274,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3.31,Entire home/apt
1272,16184288,ΚΥΨΕΛΗ,0.0,Entire home/apt
1273,16184402,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.89,Entire home/apt
1274,16184652,ΚΥΨΕΛΗ,0.14,Entire home/apt
1275,16184849,ΚΥΨΕΛΗ,0.11,Entire home/apt
1276,16185052,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.48,Entire home/apt
1277,16188541,ΝΕΟΣ ΚΟΣΜΟΣ,2.49,Entire home/apt
1278,16201681,ΛΥΚΑΒΗΤΤΟΣ,0.0,Entire home/apt
1279,16203358,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.8,Entire home/apt
1280,16204525,ΚΟΛΩΝΟΣ,5.76,Entire home/apt
1281,16211620,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.68,Entire home/apt
1282,16217966,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.84,Entire home/apt
1283,16221281,ΘΗΣΕΙΟ,3.8,Entire home/apt
1284,16223848,ΠΑΓΚΡΑΤΙ,0.12,Entire home/apt
1285,16224901,ΕΛΛΗΝΟΡΩΣΩΝ,2.78,Entire home/apt
1286,16227154,ΓΚΥΖΗ,2.21,Entire home/apt
1287,16238362,ΓΟΥΒΑ,0.02,Entire home/apt
1288,16239564,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.22,Private room
1289,16248531,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.59,Entire home/apt
1290,16253187,ΝΕΟΣ ΚΟΣΜΟΣ,1.81,Entire home/apt
1291,16262260,ΚΥΨΕΛΗ,1.83,Private room
1292,16262670,ΚΥΨΕΛΗ,1.75,Private room
1293,16263103,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,7.91,Entire home/apt
1294,16268109,ΠΑΓΚΡΑΤΙ,1.33,Entire home/apt
1295,16268858,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.67,Entire home/apt
1296,16278006,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.16,Entire home/apt
1297,16278854,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,9.13,Entire home/apt
1298,16286591,ΚΕΡΑΜΕΙΚΟΣ,3.56,Entire home/apt
1299,16294317,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.21,Entire home/apt
1300,16297481,ΝΕΟΣ ΚΟΣΜΟΣ,2.63,Entire home/apt
1301,16310571,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.72,Entire home/apt
1302,16318550,ΚΥΨΕΛΗ,2.38,Private room
1303,16323470,ΚΥΨΕΛΗ,0.86,Entire home/apt
1304,16328171,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,2.09,Entire home/apt
1305,16334929,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,1.97,Entire home/apt
1306,16344497,ΚΟΛΩΝΑΚΙ,0.41,Entire home/apt
1307,16360919,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.02,Entire home/apt
1308,16389873,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
1309,16392303,ΚΥΨΕΛΗ,2.52,Private room
1310,16406364,ΚΟΛΩΝΑΚΙ,0.13,Entire home/apt
1311,16420476,ΑΜΠΕΛΟΚΗΠΟΙ,0.26,Entire home/apt
1312,16420622,ΠΑΓΚΡΑΤΙ,0.05,Entire home/apt
1313,16447010,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.78,Entire home/apt
1314,16473889,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.84,Entire home/apt
1315,16476063,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.71,Entire home/apt
1316,16477740,ΑΜΠΕΛΟΚΗΠΟΙ,4.95,Entire home/apt
1317,16489890,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.04,Entire home/apt
1318,16501834,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.35,Entire home/apt
1319,16504068,ΠΑΓΚΡΑΤΙ,0.11,Entire home/apt
1320,16513508,ΡΙΖΟΥΠΟΛΗ,0.34,Entire home/apt
1321,16514347,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.78,Entire home/apt
1322,16516927,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.99,Entire home/apt
1323,16538872,ΚΟΛΩΝΑΚΙ,0.22,Entire home/apt
1324,16545701,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3.16,Entire home/apt
1325,16551779,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.51,Entire home/apt
1326,16552438,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5.52,Entire home/apt
1327,16556331,ΣΕΠΟΛΙΑ,3.43,Entire home/apt
1328,16567166,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.35,Private room
1329,16568683,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.04,Entire home/apt
1330,16569168,ΛΥΚΑΒΗΤΤΟΣ,0.78,Entire home/apt
1331,16569915,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5.74,Entire home/apt
1332,16572986,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.03,Private room
1333,16581172,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.49,Entire home/apt
1334,16596657,ΘΗΣΕΙΟ,1.34,Entire home/apt
1335,16608352,ΣΤΑΔΙΟ,3.83,Entire home/apt
1336,16624097,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.06,Entire home/apt
1337,16624928,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2,Entire home/apt
1338,16695760,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.02,Entire home/apt
1339,16697507,ΘΗΣΕΙΟ,6.09,Entire home/apt
1340,16698464,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,5.31,Entire home/apt
1341,16701207,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
1342,16704257,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.99,Entire home/apt
1343,16705343,ΑΚΡΟΠΟΛΗ,2.67,Entire home/apt
1344,16717166,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.62,Entire home/apt
1345,16720449,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Private room
1346,16736997,ΣΤΑΔΙΟ,1.36,Entire home/apt
1347,16746162,ΚΟΛΩΝΑΚΙ,2.16,Entire home/apt
1348,16755527,ΕΛΛΗΝΟΡΩΣΩΝ,1.28,Entire home/apt
1349,16785744,ΝΙΡΒΑΝΑ,1.96,Entire home/apt
1350,16794311,ΠΑΤΗΣΙΑ,0.22,Entire home/apt
1351,16805193,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.24,Entire home/apt
1352,16856290,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.35,Entire home/apt
1353,16882494,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.18,Entire home/apt
1354,16883124,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.47,Entire home/apt
1355,16895303,ΝΕΟΣ ΚΟΣΜΟΣ,1.3,Entire home/apt
1356,16910200,ΓΟΥΒΑ,0.09,Entire home/apt
1357,16928503,ΚΟΛΩΝΑΚΙ,1.14,Entire home/apt
1358,16936208,ΑΝΩ ΚΥΨΕΛΗ,0.13,Entire home/apt
1359,16936400,ΚΥΨΕΛΗ,0.02,Entire home/apt
1360,16941501,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.16,Entire home/apt
1361,16949857,ΑΝΩ ΚΥΨΕΛΗ,3.14,Entire home/apt
1362,16953303,ΚΥΨΕΛΗ,0.0,Entire home/apt
1363,16962273,ΚΥΨΕΛΗ,0.0,Entire home/apt
1364,16967680,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2.47,Entire home/apt
1365,16973227,ΑΚΡΟΠΟΛΗ,2.01,Entire home/apt
1366,16983505,ΚΟΛΩΝΑΚΙ,2.42,Entire home/apt
1367,16985454,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0,Entire home/apt
1368,16988556,ΛΥΚΑΒΗΤΤΟΣ,3.35,Entire home/apt
1369,16989663,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.2,Entire home/apt
1370,16994103,ΝΕΟΣ ΚΟΣΜΟΣ,3.64,Entire home/apt
1371,16994637,ΘΗΣΕΙΟ,4.12,Entire home/apt
1372,16997988,ΓΟΥΒΑ,2.16,Entire home/apt
1373,17021343,ΖΑΠΠΕΙΟ,1.51,Private room
1374,17027238,ΕΛΛΗΝΟΡΩΣΩΝ,5.04,Entire home/apt
1375,17041453,ΚΕΡΑΜΕΙΚΟΣ,3.12,Entire home/apt
1376,17041622,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5.96,Entire home/apt
1377,17042354,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5.98,Entire home/apt
1378,17082133,ΝΕΟΣ ΚΟΣΜΟΣ,4.46,Entire home/apt
1379,17093153,ΠΕΤΡΑΛΩΝΑ,0.93,Entire home/apt
1380,17101617,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.77,Entire home/apt
1381,17130043,ΝΕΟΣ ΚΟΣΜΟΣ,4.14,Entire home/apt
1382,17135724,ΚΕΡΑΜΕΙΚΟΣ,0.56,Entire home/apt
1383,17183541,ΝΕΟΣ ΚΟΣΜΟΣ,1.47,Entire home/apt
1384,17184840,ΖΑΠΠΕΙΟ,0.74,Entire home/apt
1385,17186053,ΣΤΑΔΙΟ,4.92,Entire home/apt
1386,17186613,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3.63,Entire home/apt
1387,17189432,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.02,Entire home/apt
1388,17209830,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
1389,17216563,ΣΤΑΔΙΟ,1.12,Entire home/apt
1390,17216641,ΣΤΑΔΙΟ,0.56,Entire home/apt
1391,17226102,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.04,Entire home/apt
1392,17228146,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.32,Entire home/apt
1393,17244916,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.66,Entire home/apt
1394,17247562,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,3.23,Entire home/apt
1395,17261514,ΚΟΛΩΝΑΚΙ,0.0,Entire home/apt
1396,17266861,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3.63,Entire home/apt
1397,17267705,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.13,Entire home/apt
1398,17273434,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.79,Entire home/apt
1399,17274144,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2.59,Entire home/apt
1400,17277394,ΓΚΑΖΙ,3.99,Entire home/apt
1401,17281679,ΝΕΟΣ ΚΟΣΜΟΣ,1.19,Entire home/apt
