,id,neighbourhood_cleansed,reviews_per_month,room_type
0,10595,ΑΜΠΕΛΟΚΗΠΟΙ,0.41,Entire home/apt
1,10990,ΑΜΠΕΛΟΚΗΠΟΙ,0.72,Entire home/apt
2,10993,ΑΜΠΕΛΟΚΗΠΟΙ,0.97,Entire home/apt
3,10995,ΑΜΠΕΛΟΚΗΠΟΙ,0.33,Entire home/apt
4,27262,ΑΜΠΕΛΟΚΗΠΟΙ,0.23,Entire home/apt
5,28186,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.65,Entire home/apt
6,31155,ΚΕΡΑΜΕΙΚΟΣ,0.0,Private room
7,33945,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.94,Entire home/apt
8,49489,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.45,Entire home/apt
9,54637,ΠΑΓΚΡΑΤΙ,0.03,Entire home/apt
10,59663,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3.31,Entire home/apt
11,60394,ΣΤΑΔΙΟ,0.13,Entire home/apt
12,80598,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,4.51,Entire home/apt
13,83097,ΣΤΑΔΙΟ,0.27,Entire home/apt
14,85539,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0,Entire home/apt
15,119682,ΑΚΡΟΠΟΛΗ,1.19,Entire home/apt
16,131133,ΝΕΑ ΚΥΨΕΛΗ,0.58,Entire home/apt
17,133835,ΚΟΛΩΝΑΚΙ,0.07,Entire home/apt
18,133906,ΝΕΑ ΚΥΨΕΛΗ,0.45,Entire home/apt
19,138386,ΠΑΓΚΡΑΤΙ,0.66,Entire home/apt
20,154243,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.6,Entire home/apt
21,155654,ΑΚΡΟΠΟΛΗ,0.39,Entire home/apt
22,157869,ΣΤΑΔΙΟ,1.79,Entire home/apt
23,167416,ΠΑΤΗΣΙΑ,0.0,Entire home/apt
24,179705,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.02,Entire home/apt
25,185936,ΓΚΑΖΙ,0.0,Private room
26,196935,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.44,Entire home/apt
27,251361,ΑΝΩ ΠΑΤΗΣΙΑ,0.01,Entire home/apt
28,270611,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.75,Entire home/apt
29,270954,ΚΕΡΑΜΕΙΚΟΣ,0.27,Entire home/apt
30,270973,ΚΕΡΑΜΕΙΚΟΣ,0.19,Entire home/apt
31,281158,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.71,Entire home/apt
32,306234,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5.21,Entire home/apt
33,308157,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.03,Entire home/apt
34,360940,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.21,Entire home/apt
35,361393,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.69,Entire home/apt
36,401423,ΑΚΡΟΠΟΛΗ,3.93,Entire home/apt
37,408907,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.5,Entire home/apt
38,411452,ΑΜΠΕΛΟΚΗΠΟΙ,3.17,Entire home/apt
39,417223,ΙΛΙΣΙΑ,0.48,Entire home/apt
40,441091,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.46,Entire home/apt
41,448768,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.75,Entire home/apt
42,452159,ΝΕΑ ΚΥΨΕΛΗ,0.7,Entire home/apt
43,469140,ΘΗΣΕΙΟ,0.59,Entire home/apt
44,470219,ΘΗΣΕΙΟ,0.15,Entire home/apt
45,474719,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.41,Entire home/apt
46,478626,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.01,Entire home/apt
47,484852,ΠΕΔΙΟ ΑΡΕΩΣ,0.47,Entire home/apt
48,484925,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.91,Entire home/apt
49,495212,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.26,Entire home/apt
50,496416,ΚΕΡΑΜΕΙΚΟΣ,0.09,Entire home/apt
51,496503,ΚΕΡΑΜΕΙΚΟΣ,0.1,Entire home/apt
52,496561,ΑΚΡΟΠΟΛΗ,0.42,Entire home/apt
53,497502,ΣΤΑΔΙΟ,0.09,Entire home/apt
54,498604,ΑΚΡΟΠΟΛΗ,1.17,Entire home/apt
55,502779,ΚΕΡΑΜΕΙΚΟΣ,0.46,Entire home/apt
56,502842,ΚΕΡΑΜΕΙΚΟΣ,0.09,Entire home/apt
57,502879,ΚΕΡΑΜΕΙΚΟΣ,0.7,Entire home/apt
58,505720,ΣΤΑΔΙΟ,0.17,Entire home/apt
59,505769,ΣΤΑΔΙΟ,0.05,Entire home/apt
60,536123,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.35,Entire home/apt
61,536197,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.41,Entire home/apt
62,540986,ΣΤΑΔΙΟ,1.29,Entire home/apt
63,541001,ΣΤΑΔΙΟ,0.05,Entire home/apt
64,545520,ΣΤΑΔΙΟ,0.97,Entire home/apt
65,545616,ΣΤΑΔΙΟ,0.0,Entire home/apt
66,565235,ΠΕΤΡΑΛΩΝΑ,0.18,Entire home/apt
67,571492,ΓΟΥΒΑ,0.19,Entire home/apt
68,571876,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.03,Entire home/apt
69,572435,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,0.13,Entire home/apt
70,590287,ΠΡΟΜΠΟΝΑ,2.39,Entire home/apt
71,593916,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.39,Entire home/apt
72,596137,ΓΟΥΔΙ,0.73,Entire home/apt
73,631150,ΑΚΡΟΠΟΛΗ,2.43,Entire home/apt
74,641721,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
75,644785,ΓΚΑΖΙ,4.18,Entire home/apt
76,653639,ΚΕΡΑΜΕΙΚΟΣ,0.31,Entire home/apt
77,681173,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.58,Entire home/apt
78,688483,ΣΤΑΔΙΟ,1.38,Private room
79,691025,ΣΤΑΔΙΟ,0.55,Entire home/apt
80,695173,ΝΕΟΣ ΚΟΣΜΟΣ,2.54,Entire home/apt
81,699974,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.89,Entire home/apt
82,702480,ΚΟΛΩΝΟΣ,4.64,Entire home/apt
83,709960,ΘΗΣΕΙΟ,1.25,Entire home/apt
84,711554,ΑΚΡΟΠΟΛΗ,3.25,Entire home/apt
85,718941,ΠΑΓΚΡΑΤΙ,0.09,Entire home/apt
86,724485,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4.4,Entire home/apt
87,725215,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.15,Entire home/apt
88,726412,ΠΕΤΡΑΛΩΝΑ,0.07,Private room
89,727374,ΝΙΡΒΑΝΑ,4.11,Entire home/apt
90,751280,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.02,Entire home/apt
91,752058,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,1.91,Entire home/apt
92,758870,ΚΕΡΑΜΕΙΚΟΣ,0.79,Entire home/apt
93,767272,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.02,Entire home/apt
94,778192,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.48,Entire home/apt
95,783955,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0,Entire home/apt
96,784414,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.02,Entire home/apt
97,800755,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.71,Entire home/apt
98,807239,ΑΝΩ ΠΑΤΗΣΙΑ,0.17,Entire home/apt
99,809874,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.15,Entire home/apt
100,814119,ΚΟΛΩΝΑΚΙ,0.07,Entire home/apt
101,814643,ΑΜΠΕΛΟΚΗΠΟΙ,0.33,Entire home/apt
102,868095,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.44,Entire home/apt
103,878526,ΙΛΙΣΙΑ,0.29,Entire home/apt
104,886724,ΚΥΨΕΛΗ,0.22,Entire home/apt
105,891184,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.45,Private room
106,896212,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3.84,Entire home/apt
107,905315,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3.68,Entire home/apt
108,906698,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.75,Entire home/apt
109,912287,ΑΝΩ ΚΥΨΕΛΗ,1.11,Entire home/apt
110,912425,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,1.15,Entire home/apt
111,918776,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.81,Entire home/apt
112,918812,ΑΚΡΟΠΟΛΗ,3.91,Entire home/apt
113,940213,ΚΕΡΑΜΕΙΚΟΣ,0.38,Entire home/apt
114,947552,ΚΟΛΩΝΑΚΙ,0.4,Entire home/apt
115,956127,ΚΟΛΩΝΑΚΙ,1.79,Entire home/apt
116,956538,ΚΕΡΑΜΕΙΚΟΣ,0.12,Entire home/apt
117,968409,ΓΟΥΔΙ,0.14,Entire home/apt
118,974442,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.08,Entire home/apt
119,1004858,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.32,Entire home/apt
120,1046994,ΚΕΡΑΜΕΙΚΟΣ,0.28,Entire home/apt
121,1085660,ΝΕΟΣ ΚΟΣΜΟΣ,0.33,Entire home/apt
122,1090225,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.24,Entire home/apt
123,1094063,ΑΚΡΟΠΟΛΗ,3.44,Entire home/apt
124,1116076,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.64,Entire home/apt
125,1122600,ΘΗΣΕΙΟ,2.36,Entire home/apt
126,1154316,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.09,Entire home/apt
127,1177492,ΖΑΠΠΕΙΟ,7.34,Entire home/apt
128,1208210,ΑΚΡΟΠΟΛΗ,2.82,Entire home/apt
129,1211595,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,0.08,Entire home/apt
130,1214643,ΑΜΠΕΛΟΚΗΠΟΙ,1.78,Entire home/apt
131,1215055,ΑΚΡΟΠΟΛΗ,2.46,Entire home/apt
132,1216176,ΑΚΡΟΠΟΛΗ,2.19,Entire home/apt
133,1219269,ΛΥΚΑΒΗΤΤΟΣ,0.14,Entire home/apt
134,1222185,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.63,Entire home/apt
135,1223199,ΚΥΨΕΛΗ,1.53,Private room
136,1245373,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.63,Entire home/apt
137,1259830,ΚΕΡΑΜΕΙΚΟΣ,2.64,Entire home/apt
138,1272844,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,1.65,Entire home/apt
139,1274262,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.2,Entire home/apt
140,1286210,ΑΜΠΕΛΟΚΗΠΟΙ,0.14,Entire home/apt
141,1315027,ΙΛΙΣΙΑ,0.12,Entire home/apt
142,1368303,ΑΜΠΕΛΟΚΗΠΟΙ,3.04,Entire home/apt
143,1372935,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.66,Entire home/apt
144,1374299,ΝΙΡΒΑΝΑ,4.33,Entire home/apt
145,1426453,ΚΕΡΑΜΕΙΚΟΣ,0.87,Entire home/apt
146,1447443,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.9,Entire home/apt
147,1452284,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.94,Entire home/apt
148,1470809,ΑΚΡΟΠΟΛΗ,0.03,Entire home/apt
149,1473284,ΑΚΡΟΠΟΛΗ,0.17,Private room
150,1473469,ΚΥΨΕΛΗ,1.04,Private room
151,1484797,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5.61,Entire home/apt
152,1499953,ΛΥΚΑΒΗΤΤΟΣ,1.37,Entire home/apt
153,1516652,ΠΕΤΡΑΛΩΝΑ,0.0,Entire home/apt
154,1529526,ΚΟΛΩΝΟΣ,5.25,Entire home/apt
155,1568065,ΚΟΛΩΝΑΚΙ,0.77,Entire home/apt
156,1575982,ΚΟΛΩΝΑΚΙ,0.2,Entire home/apt
157,1627870,ΠΕΤΡΑΛΩΝΑ,0.16,Entire home/apt
158,1639002,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.05,Entire home/apt
159,1654320,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,10.12,Entire home/apt
160,1659222,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
161,1672696,ΒΟΤΑΝΙΚΟΣ,1.33,Entire home/apt
162,1676813,ΘΗΣΕΙΟ,0.18,Entire home/apt
163,1708578,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.75,Entire home/apt
164,1728675,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.72,Entire home/apt
165,1734269,ΝΕΟΣ ΚΟΣΜΟΣ,1.46,Entire home/apt
166,1743425,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2.77,Entire home/apt
167,1793287,ΚΟΛΩΝΑΚΙ,0.0,Entire home/apt
168,1826249,ΓΚΥΖΗ,3.09,Private room
169,1845240,ΠΑΓΚΡΑΤΙ,3.76,Entire home/apt
170,1895040,ΚΥΨΕΛΗ,0.58,Entire home/apt
171,1900810,ΚΟΛΩΝΑΚΙ,0.06,Entire home/apt
172,1927601,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.34,Entire home/apt
173,1952753,ΝΕΑ ΚΥΨΕΛΗ,1.4,Entire home/apt
174,1980894,ΝΕΟΣ ΚΟΣΜΟΣ,0.04,Private room
175,1989905,ΚΕΡΑΜΕΙΚΟΣ,1.18,Entire home/apt
176,2025216,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.74,Entire home/apt
177,2058736,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.07,Entire home/apt
178,2064939,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.78,Entire home/apt
179,2069270,ΚΟΛΩΝΑΚΙ,0.26,Entire home/apt
180,2108703,ΑΚΡΟΠΟΛΗ,3.8,Entire home/apt
181,2133917,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,3.41,Entire home/apt
182,2148876,ΓΟΥΔΙ,0.3,Entire home/apt
183,2202169,ΝΙΡΒΑΝΑ,1.7,Entire home/apt
184,2219385,ΣΤΑΔΙΟ,0.28,Entire home/apt
185,2263679,ΣΤΑΔΙΟ,0.01,Entire home/apt
186,2266094,ΓΚΥΖΗ,0.59,Entire home/apt
187,2305770,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5.87,Entire home/apt
188,2322698,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.44,Entire home/apt
189,2362698,ΒΟΤΑΝΙΚΟΣ,1.66,Entire home/apt
190,2411465,ΚΟΛΩΝΑΚΙ,0.66,Entire home/apt
191,2463267,ΚΟΛΩΝΑΚΙ,0.67,Entire home/apt
192,2487816,ΠΑΓΚΡΑΤΙ,3.88,Private room
193,2513822,ΝΕΟΣ ΚΟΣΜΟΣ,4.59,Entire home/apt
194,2534822,ΛΥΚΑΒΗΤΤΟΣ,1.19,Entire home/apt
195,2551382,ΙΛΙΣΙΑ,1.64,Entire home/apt
196,2579525,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,6.0,Entire home/apt
197,2610077,ΚΟΛΩΝΑΚΙ,3.8,Entire home/apt
198,2612931,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,2.12,Entire home/apt
199,2618140,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3.5,Entire home/apt
200,2630315,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.0,Entire home/apt
201,2653159,ΑΜΠΕΛΟΚΗΠΟΙ,0.66,Entire home/apt
202,2655090,ΑΜΠΕΛΟΚΗΠΟΙ,0.42,Entire home/apt
203,2685585,ΝΕΟΣ ΚΟΣΜΟΣ,0.93,Entire home/apt
204,2693342,ΠΑΓΚΡΑΤΙ,1.99,Entire home/apt
205,2725897,ΠΑΓΚΡΑΤΙ,3.27,Private room
206,2739623,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.06,Entire home/apt
207,2751269,ΠΑΓΚΡΑΤΙ,3.02,Private room
208,2767564,ΑΜΠΕΛΟΚΗΠΟΙ,0.86,Entire home/apt
209,2816920,ΘΗΣΕΙΟ,1.99,Entire home/apt
210,2820880,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.31,Entire home/apt
211,2822037,ΑΜΠΕΛΟΚΗΠΟΙ,0.69,Entire home/apt
212,2841806,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.9,Entire home/apt
213,2843975,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.37,Entire home/apt
214,2844923,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.3,Entire home/apt
215,2863451,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1,Entire home/apt
216,2870872,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.28,Entire home/apt
217,2883333,ΚΟΛΩΝΟΣ,4.51,Entire home/apt
218,2912133,ΓΟΥΒΑ,2.15,Entire home/apt
219,2920545,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.83,Entire home/apt
220,2953049,ΠΑΓΚΡΑΤΙ,1.45,Entire home/apt
221,2973483,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.15,Private room
222,2987837,ΠΑΓΚΡΑΤΙ,1.43,Entire home/apt
223,3035100,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.55,Entire home/apt
224,3107136,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.0,Entire home/apt
225,3117246,ΑΚΡΟΠΟΛΗ,3.32,Entire home/apt
226,3148907,ΖΑΠΠΕΙΟ,0.0,Entire home/apt
227,3150921,ΘΗΣΕΙΟ,1.35,Entire home/apt
228,3160736,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.0,Entire home/apt
229,3179431,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.04,Entire home/apt
230,3179713,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.11,Entire home/apt
231,3180437,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.05,Entire home/apt
232,3180549,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.09,Entire home/apt
233,3180588,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.15,Entire home/apt
234,3191191,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.09,Entire home/apt
235,3290710,ΑΜΠΕΛΟΚΗΠΟΙ,3.63,Entire home/apt
236,3304503,ΠΑΤΗΣΙΑ,1.14,Entire home/apt
237,3314818,ΣΕΠΟΛΙΑ,0.0,Private room
238,3335841,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.25,Entire home/apt
239,3362911,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,1.23,Entire home/apt
240,3381733,ΚΕΡΑΜΕΙΚΟΣ,0.21,Entire home/apt
241,3402831,ΙΛΙΣΙΑ,2.22,Entire home/apt
242,3428808,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.86,Entire home/apt
243,3431705,ΘΗΣΕΙΟ,7.46,Entire home/apt
244,3433913,ΚΟΛΩΝΑΚΙ,0.9,Entire home/apt
245,3435208,ΚΕΡΑΜΕΙΚΟΣ,1.06,Entire home/apt
246,3455329,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.29,Entire home/apt
247,3461034,ΑΜΠΕΛΟΚΗΠΟΙ,0.08,Entire home/apt
248,3489508,ΚΕΡΑΜΕΙΚΟΣ,1.51,Entire home/apt
249,3500141,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2.28,Entire home/apt
250,3507695,ΙΛΙΣΙΑ,0.02,Entire home/apt
251,3517805,ΠΕΤΡΑΛΩΝΑ,0.49,Entire home/apt
252,3567765,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.52,Entire home/apt
253,3608304,ΠΑΓΚΡΑΤΙ,1.02,Entire home/apt
254,3631750,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.75,Entire home/apt
255,3634873,ΓΚΑΖΙ,0.94,Entire home/apt
256,3659371,ΘΗΣΕΙΟ,0.08,Entire home/apt
257,3704577,ΑΚΡΟΠΟΛΗ,1.63,Entire home/apt
258,3770848,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.68,Entire home/apt
259,3777874,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.84,Private room
260,3786394,ΙΛΙΣΙΑ,2.22,Entire home/apt
261,3831850,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.76,Entire home/apt
262,3832141,ΑΜΠΕΛΟΚΗΠΟΙ,0.16,Entire home/apt
263,3913946,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.4,Entire home/apt
264,3940117,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.27,Entire home/apt
265,3949479,ΠΑΓΚΡΑΤΙ,2.69,Private room
266,3976641,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.41,Entire home/apt
267,4006764,ΝΙΡΒΑΝΑ,0.0,Entire home/apt
268,4021939,ΠΑΓΚΡΑΤΙ,2.66,Entire home/apt
269,4024450,ΘΗΣΕΙΟ,1.97,Entire home/apt
270,4072032,ΓΚΑΖΙ,0.47,Entire home/apt
271,4074054,ΑΜΠΕΛΟΚΗΠΟΙ,0.0,Entire home/apt
272,4082831,ΑΝΩ ΠΑΤΗΣΙΑ,0.0,Entire home/apt
273,4087770,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.25,Entire home/apt
274,4094400,ΑΚΡΟΠΟΛΗ,1.75,Entire home/apt
275,4095539,ΚΟΛΩΝΑΚΙ,0.61,Entire home/apt
276,4102498,ΑΝΩ ΚΥΨΕΛΗ,0.56,Entire home/apt
277,4119683,ΘΗΣΕΙΟ,1.93,Entire home/apt
278,4131245,ΚΥΨΕΛΗ,1.17,Entire home/apt
279,4137201,ΠΑΓΚΡΑΤΙ,0.08,Entire home/apt
280,4146889,ΝΕΟΣ ΚΟΣΜΟΣ,0.29,Private room
281,4160750,ΙΛΙΣΙΑ,1.11,Entire home/apt
282,4175883,ΚΟΛΩΝΟΣ,0.74,Entire home/apt
283,4176439,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
284,4178088,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.9,Private room
285,4189994,ΚΟΛΩΝΑΚΙ,0.98,Entire home/apt
286,4202434,ΝΙΡΒΑΝΑ,0.53,Entire home/apt
287,4209759,ΝΕΟΣ ΚΟΣΜΟΣ,2.55,Entire home/apt
288,4225499,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
289,4245658,ΚΥΨΕΛΗ,0.93,Entire home/apt
290,4246787,ΑΚΡΟΠΟΛΗ,2.98,Entire home/apt
291,4253959,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.04,Entire home/apt
292,4386006,ΠΑΤΗΣΙΑ,0.45,Entire home/apt
293,4390763,ΑΚΡΟΠΟΛΗ,0.85,Private room
294,4399187,ΛΥΚΑΒΗΤΤΟΣ,1.01,Entire home/apt
